datetime,demand,hour,day_of_week,month,regime,demand_lag1,demand_lag24,demand_ma24,demand_std24
2022-01-02 00:00:00,0.3852098041685602,0,6,1,low_demand,0.3837983872062436,0.4011224339173295,0.4151026382761209,0.10348858454669922
2022-01-02 01:00:00,0.2988734390683556,1,6,1,low_demand,0.3852098041685602,0.414791894976646,0.4102727026132755,0.10617390482782624
2022-01-02 02:00:00,0.22934677962519517,2,6,1,low_demand,0.2988734390683556,0.3113845468656475,0.40685446231158995,0.11071929901029409
2022-01-02 03:00:00,0.2279751797396402,3,6,1,low_demand,0.22934677962519517,0.16960521353824326,0.4092865442366482,0.10581365575896895
2022-01-02 04:00:00,0.3292843042954485,4,6,1,low_demand,0.2279751797396402,0.32108947488198375,0.40962799546220924,0.10552951809494814
2022-01-02 05:00:00,0.32284367715038176,5,6,1,low_demand,0.3292843042954485,0.24956538090226424,0.4126812578058807,0.10168723591775355
2022-01-02 06:00:00,0.3432676528772293,6,6,1,low_demand,0.32284367715038176,0.29950779959346147,0.41450458502603776,0.09994715760175829
2022-01-02 07:00:00,0.3326215640357178,7,6,1,low_demand,0.3432676528772293,0.45914926860405614,0.40923259733569034,0.1008230516354991
2022-01-02 08:00:00,0.36518652780475297,8,6,1,low_demand,0.3326215640357178,0.293874328737296,0.412203938963501,0.09829464385571862
2022-01-02 09:00:00,0.5173853974329652,9,6,1,high_load,0.36518652780475297,0.5156377586201143,0.4122767572473698,0.09837521518534922
2022-01-02 10:00:00,0.45017445777469267,10,6,1,high_load,0.5173853974329652,0.5032834305281291,0.4100638833826433,0.09682418082128706
2022-01-02 11:00:00,0.40334342128711936,11,6,1,high_load,0.45017445777469267,0.4965233533898003,0.40618138621169825,0.09505864543246956
2022-01-02 12:00:00,0.5464537872393576,12,6,1,normal,0.40334342128711936,0.42291482009901366,0.41132884317587926,0.0992563187797209
2022-01-02 13:00:00,0.4650180762634074,13,6,1,normal,0.5464537872393576,0.4163890851030208,0.4133550511408954,0.09985863531035784
2022-01-02 14:00:00,0.5348526400518024,14,6,1,normal,0.4650180762634074,0.4082960294124543,0.41862824325086817,0.10287579999133371
2022-01-02 15:00:00,0.5449712214886075,15,6,1,normal,0.5348526400518024,0.5450131338101379,0.4186264969041378,0.10287356162316724
2022-01-02 16:00:00,0.46703008492605924,16,6,1,normal,0.5449712214886075,0.4733479308187898,0.41836325332527396,0.1027354372490172
2022-01-02 17:00:00,0.41580466657001375,17,6,1,normal,0.46703008492605924,0.4795362421990774,0.41570777100739637,0.10190581441393119
2022-01-02 18:00:00,0.46239004827463587,18,6,1,high_load,0.41580466657001375,0.5599334211760268,0.4116434638031718,0.0977645876744378
2022-01-02 19:00:00,0.580615500603327,19,6,1,high_load,0.46239004827463587,0.5362277814222233,0.4134929521023844,0.10060258409876942
2022-01-02 20:00:00,0.541279630909512,20,6,1,high_load,0.580615500603327,0.551936577707349,0.4130489126524745,0.09998658693396219
2022-01-02 21:00:00,0.30289279745845393,21,6,1,low_demand,0.541279630909512,0.353760925101546,0.41092940733401234,0.10182034327653514
2022-01-02 22:00:00,0.2850414094216138,22,6,1,low_demand,0.30289279745845393,0.41168672976481663,0.4056525189863789,0.10501112038003402
2022-01-02 23:00:00,0.3616433528070341,23,6,1,low_demand,0.2850414094216138,0.3837983872062436,0.40472939255307844,0.10530854583883349
2022-01-03 00:00:00,0.5065874442120175,0,0,1,normal,0.3616433528070341,0.3852098041685602,0.40978679422155584,0.1072274419150096
2022-01-03 01:00:00,0.4917984482285278,1,0,1,normal,0.5065874442120175,0.2988734390683556,0.4178253362698963,0.10577271821651865
2022-01-03 02:00:00,0.27778098949474817,2,0,1,low_demand,0.4917984482285278,0.22934677962519517,0.4198434283477945,0.10242950283817168
2022-01-03 03:00:00,0.3810921013309667,3,0,1,low_demand,0.27778098949474817,0.2279751797396402,0.4262233000807663,0.09441417643880971
2022-01-03 04:00:00,0.3222535271449583,4,0,1,low_demand,0.3810921013309667,0.3292843042954485,0.4259303510328292,0.09473838795684421
2022-01-03 05:00:00,0.29505542027027115,5,0,1,low_demand,0.3222535271449583,0.32284367715038176,0.42477250699615804,0.0962113932089251
2022-01-03 06:00:00,0.47661308413500775,6,0,1,normal,0.29505542027027115,0.3432676528772293,0.4303285666318987,0.09514429984492768
2022-01-03 07:00:00,0.46843069908103363,7,0,1,normal,0.47661308413500775,0.3326215640357178,0.4359872805921203,0.09309711580340957
2022-01-03 08:00:00,0.4192893632267406,8,0,1,normal,0.46843069908103363,0.36518652780475297,0.43824156540136977,0.09195622516697431
2022-01-03 09:00:00,0.5447208799747915,9,0,1,high_load,0.4192893632267406,0.5173853974329652,0.4393805438406125,0.09314078935027019
2022-01-03 10:00:00,0.5476397311801928,10,0,1,high_load,0.5447208799747915,0.45017445777469267,0.44344159689917495,0.09572094499727599
2022-01-03 11:00:00,0.6763308910484445,11,0,1,high_load,0.5476397311801928,0.40334342128711936,0.4548160748058969,0.10637545357901823
2022-01-03 12:00:00,0.5717307685988048,12,0,1,normal,0.6763308910484445,0.5464537872393576,0.45586928236254054,0.10744197771499897
2022-01-03 13:00:00,0.4876062495766232,13,0,1,normal,0.5717307685988048,0.4650180762634074,0.4568104562505912,0.10762438354948312
2022-01-03 14:00:00,0.5177211605247468,14,0,1,normal,0.4876062495766232,0.5348526400518024,0.45609664460363053,0.10713999076471202
2022-01-03 15:00:00,0.5251715967306562,15,0,1,normal,0.5177211605247468,0.5449712214886075,0.4552716602387159,0.10650021626809025
2022-01-03 16:00:00,0.5163640675668292,16,0,1,normal,0.5251715967306562,0.46703008492605924,0.457327242848748,0.10721076785303638
2022-01-03 17:00:00,0.4512587933873106,17,0,1,normal,0.5163640675668292,0.41580466657001375,0.45880449813280205,0.1068574320512528
2022-01-03 18:00:00,0.7454008243556121,18,0,1,high_load,0.4512587933873106,0.46239004827463587,0.4705966138028426,0.12183614268364941
2022-01-03 19:00:00,0.6151407490983695,19,0,1,high_load,0.7454008243556121,0.580615500603327,0.47203516582346944,0.12338561601429672
2022-01-03 20:00:00,0.6406714378960194,20,0,1,high_load,0.6151407490983695,0.541279630909512,0.4761764911145739,0.12741305953331217
2022-01-03 21:00:00,0.48109803751974317,21,0,1,normal,0.6406714378960194,0.30289279745845393,0.48360170945046094,0.12195112854488971
2022-01-03 22:00:00,0.4644054410664945,22,0,1,normal,0.48109803751974317,0.2850414094216138,0.4910752107689977,0.11452351476270645
2022-01-03 23:00:00,0.4518438488627881,23,0,1,normal,0.4644054410664945,0.3616433528070341,0.49483356477132073,0.11153223427197213
2022-01-04 00:00:00,0.4834629642554926,0,1,1,normal,0.4518438488627881,0.5065874442120175,0.4938700447731322,0.1115261637180602
2022-01-04 01:00:00,0.31485448051030507,1,1,1,low_demand,0.4834629642554926,0.4917984482285278,0.48649737945153965,0.11736485132970154
2022-01-04 02:00:00,0.3116670515647724,2,1,1,low_demand,0.31485448051030507,0.27778098949474817,0.48790929870445726,0.11492321808489742
2022-01-04 03:00:00,0.27799824085856484,3,1,1,low_demand,0.3116670515647724,0.3810921013309667,0.4836137211847739,0.12086263315569319
2022-01-04 04:00:00,0.3080563746780909,4,1,1,low_demand,0.27799824085856484,0.3222535271449583,0.48302217316532103,0.12171844230614916
2022-01-04 05:00:00,0.33160784556650397,5,1,1,low_demand,0.3080563746780909,0.29505542027027115,0.4845451908859974,0.11947218158249344
2022-01-04 06:00:00,0.5018280070005052,6,1,1,normal,0.33160784556650397,0.47661308413500775,0.48559581267205987,0.11951025715955514
2022-01-04 07:00:00,0.5064069888796775,7,1,1,normal,0.5018280070005052,0.46843069908103363,0.48717815808033665,0.119524512375651
2022-01-04 08:00:00,0.4251921986481789,8,1,1,normal,0.5064069888796775,0.4192893632267406,0.4874241095562299,0.11938473197072855
2022-01-04 09:00:00,0.6046268902709488,9,1,1,high_load,0.4251921986481789,0.5447208799747915,0.4899201933185698,0.1212465093580771
2022-01-04 10:00:00,0.6721437906629962,10,1,1,high_load,0.6046268902709488,0.5476397311801928,0.49510786246368665,0.12637839613727392
2022-01-04 11:00:00,0.6619114039934891,11,1,1,high_load,0.6721437906629962,0.6763308910484445,0.4945070505030635,0.12551068709259086
2022-01-04 12:00:00,0.4873090961668654,12,1,1,normal,0.6619114039934891,0.5717307685988048,0.49098948081839927,0.1244306683164963
2022-01-04 13:00:00,0.5030585490678884,13,1,1,normal,0.4873090961668654,0.4876062495766232,0.49163332663053544,0.12445237700375127
2022-01-04 14:00:00,0.6094022844075881,14,1,1,normal,0.5030585490678884,0.5177211605247468,0.49545337345898716,0.12667517367960085
2022-01-04 15:00:00,0.5861622538533193,15,1,1,normal,0.6094022844075881,0.5251715967306562,0.49799465083909805,0.12790310963110293
2022-01-04 16:00:00,0.5976906817446872,16,1,1,normal,0.5861622538533193,0.5163640675668292,0.5013832597631754,0.12947855361156377
2022-01-04 17:00:00,0.5199886458308239,17,1,1,normal,0.5976906817446872,0.4512587933873106,0.5042470036149885,0.12908118072710298
2022-01-04 18:00:00,0.6771692990736632,18,1,1,high_load,0.5199886458308239,0.7454008243556121,0.5014040233949073,0.12419792271313022
2022-01-04 19:00:00,0.6495150574718768,19,1,1,high_load,0.6771692990736632,0.6151407490983695,0.5028362862438035,0.12575501627831587
2022-01-04 20:00:00,0.6467035633469803,20,1,1,high_load,0.6495150574718768,0.6406714378960194,0.5030876248042602,0.1260481624695814
2022-01-04 21:00:00,0.40802577991004685,21,1,1,normal,0.6467035633469803,0.48109803751974317,0.5000429474038562,0.12747684085992983
2022-01-04 22:00:00,0.35039245661635743,22,1,1,low_demand,0.40802577991004685,0.4644054410664945,0.49529240638510047,0.13094000420955054
2022-01-04 23:00:00,0.39862690844405463,23,1,1,low_demand,0.35039245661635743,0.4518438488627881,0.4930750338676532,0.13215274227943294
2022-01-05 00:00:00,0.5119508350121861,0,2,1,normal,0.39862690844405463,0.4834629642554926,0.49426202848251544,0.13219058651495327
2022-01-05 01:00:00,0.4505026198986723,1,2,1,normal,0.5119508350121861,0.31485448051030507,0.4999140342903641,0.12698360220249746
2022-01-05 02:00:00,0.4098987643136992,2,2,1,normal,0.4505026198986723,0.3116670515647724,0.5040070223215694,0.12214299733447238
2022-01-05 03:00:00,0.29046370325982146,3,2,1,low_demand,0.4098987643136992,0.27799824085856484,0.5045264165882885,0.12116271428884695
2022-01-05 04:00:00,0.2803959014204433,4,2,1,low_demand,0.29046370325982146,0.3080563746780909,0.5033738968692197,0.12322679830978997
2022-01-05 05:00:00,0.39359323193778806,5,2,1,low_demand,0.2803959014204433,0.33160784556650397,0.5059566213013565,0.12007959945830166
2022-01-05 06:00:00,0.3897424343731467,6,2,1,low_demand,0.39359323193778806,0.5018280070005052,0.50128638910855,0.12240431238446732
2022-01-05 07:00:00,0.3412287700848961,7,2,1,low_demand,0.3897424343731467,0.5064069888796775,0.49440396332543407,0.1266731766862182
2022-01-05 08:00:00,0.48189709003755243,8,2,1,normal,0.3412287700848961,0.4251921986481789,0.4967666671333246,0.1258522825547921
2022-01-05 09:00:00,0.5888443285972446,9,2,1,high_load,0.48189709003755243,0.6046268902709488,0.49610906039692027,0.12530422471872035
2022-01-05 10:00:00,0.5753167030989319,10,2,1,high_load,0.5888443285972446,0.6721437906629962,0.4920745984150843,0.12087028621144463
2022-01-05 11:00:00,0.5546129003487102,11,2,1,high_load,0.5753167030989319,0.6619114039934891,0.4876038274298851,0.11620974135738449
2022-01-05 12:00:00,0.5289340833429431,12,2,1,normal,0.5546129003487102,0.4873090961668654,0.48933820189555505,0.11651536595034485
2022-01-05 13:00:00,0.4459450869705916,13,2,1,normal,0.5289340833429431,0.5030585490678884,0.4869584743081677,0.11680584067690421
2022-01-05 14:00:00,0.5223267640374174,14,2,1,normal,0.4459450869705916,0.6094022844075881,0.48333032762607725,0.11415957711826182
2022-01-05 15:00:00,0.49341431776142336,15,2,1,normal,0.5223267640374174,0.5861622538533193,0.47946583028891493,0.11207805233567845
2022-01-05 16:00:00,0.4861153899547878,16,2,1,normal,0.49341431776142336,0.5976906817446872,0.47481685979766913,0.1092389993777477
2022-01-05 17:00:00,0.4180972086261682,17,2,1,normal,0.4861153899547878,0.5199886458308239,0.47057138324747516,0.10938696916361926
2022-01-05 18:00:00,0.6552226680502847,18,2,1,high_load,0.4180972086261682,0.6771692990736632,0.4696569402881677,0.10766292744080304
2022-01-05 19:00:00,0.6407892701717618,19,2,1,high_load,0.6552226680502847,0.6495150574718768,0.46929336581732956,0.10704208767519223
2022-01-05 20:00:00,0.6125157346094027,20,2,1,high_load,0.6407892701717618,0.6467035633469803,0.46786887295326385,0.1047821268976914
2022-01-05 21:00:00,0.5117118593484602,21,2,1,normal,0.6125157346094027,0.40802577991004685,0.4721891262631977,0.10434408510951768
2022-01-05 22:00:00,0.46568384803932594,22,2,1,normal,0.5117118593484602,0.35039245661635743,0.4769929342391548,0.10109635490803548
2022-01-05 23:00:00,0.389304312231792,23,2,1,low_demand,0.46568384803932594,0.39862690844405463,0.4766044927303105,0.10142791777333612
2022-01-06 00:00:00,0.44101230174512485,0,3,1,normal,0.389304312231792,0.5119508350121861,0.47364872051084966,0.10138670686999977
2022-01-06 01:00:00,0.4186456491542819,1,3,1,normal,0.44101230174512485,0.4505026198986723,0.4723213467298333,0.10191010304613377
2022-01-06 02:00:00,0.3914901805871462,2,3,1,low_demand,0.4186456491542819,0.4098987643136992,0.4715543224078936,0.10246810069037388
2022-01-06 03:00:00,0.35849702975963854,3,3,1,low_demand,0.3914901805871462,0.29046370325982146,0.474389044345386,0.09808794892817657
2022-01-06 04:00:00,0.3491207034320212,4,3,1,low_demand,0.35849702975963854,0.2803959014204433,0.4772525777625351,0.09305226993929713
2022-01-06 05:00:00,0.302095101424373,5,3,1,low_demand,0.3491207034320212,0.39359323193778806,0.47344015565780945,0.09835231690153574
2022-01-06 06:00:00,0.4278249870142734,6,3,1,normal,0.302095101424373,0.3897424343731467,0.47502692868452306,0.09724422553830224
2022-01-06 07:00:00,0.458858318845878,7,3,1,normal,0.4278249870142734,0.3412287700848961,0.4799281598828973,0.0930827246144039
2022-01-06 08:00:00,0.44523341096281593,8,3,1,normal,0.458858318845878,0.48189709003755243,0.47840050658811656,0.09334948192126519
2022-01-06 09:00:00,0.5846601142300395,9,3,1,high_load,0.44523341096281593,0.5888443285972446,0.47822616432281645,0.09313791310764781
2022-01-06 10:00:00,0.5263328058802059,10,3,1,high_load,0.5846601142300395,0.5753167030989319,0.47618516860536947,0.09143901033469767
2022-01-06 11:00:00,0.6145395276104592,11,3,1,high_load,0.5263328058802059,0.5546129003487102,0.4786821114079423,0.09444264793845636
2022-01-06 12:00:00,0.4853872463304102,12,3,1,normal,0.6145395276104592,0.5289340833429431,0.4768676598657535,0.09385168705875742
2022-01-06 13:00:00,0.4991380586775322,13,3,1,normal,0.4853872463304102,0.4459450869705916,0.479084033686876,0.09371767742061761
2022-01-06 14:00:00,0.5996665901074363,14,3,1,normal,0.4991380586775322,0.5223267640374174,0.48230652643979344,0.0965559226475538
2022-01-06 15:00:00,0.6566620266526978,15,3,1,normal,0.5996665901074363,0.49341431776142336,0.4891085143102632,0.1029132414373042
2022-01-06 16:00:00,0.5334333989924582,16,3,1,normal,0.6566620266526978,0.4861153899547878,0.49108009802016617,0.10330591048475454
2022-01-06 17:00:00,0.5766745468682505,17,3,1,normal,0.5334333989924582,0.4180972086261682,0.4976874871135863,0.10350607661201457
2022-01-06 18:00:00,0.7118707230636055,18,3,1,high_load,0.5766745468682505,0.6552226680502847,0.5000478227391413,0.1078110461602751
2022-01-06 19:00:00,0.5597957582558503,19,3,1,high_load,0.7118707230636055,0.6407892701717618,0.49667309307597834,0.10442855433092327
2022-01-06 20:00:00,0.7245077724999622,20,3,1,high_load,0.5597957582558503,0.6125157346094027,0.501339427988085,0.11205374472650885
2022-01-06 21:00:00,0.47299412446851036,21,3,1,normal,0.7245077724999622,0.5117118593484602,0.49972618903475374,0.1121765625384281
2022-01-06 22:00:00,0.4594094966456758,22,3,1,normal,0.47299412446851036,0.46568384803932594,0.4994647577266849,0.1122666239458211
2022-01-06 23:00:00,0.45630767386422033,23,3,1,normal,0.4594094966456758,0.389304312231792,0.5022565644613695,0.11022258730485407
2022-01-07 00:00:00,0.4395084792889586,0,4,1,normal,0.45630767386422033,0.44101230174512485,0.5021939051923625,0.11025933846850501
2022-01-07 01:00:00,0.3833391942551633,1,4,1,low_demand,0.4395084792889586,0.4186456491542819,0.5007228029048992,0.11164929396127551
2022-01-07 02:00:00,0.37953296684243243,2,4,1,low_demand,0.3833391942551633,0.3914901805871462,0.5002245856655362,0.11218332137207046
2022-01-07 03:00:00,0.31429093452345874,3,4,1,low_demand,0.37953296684243243,0.35849702975963854,0.49838266503069534,0.11494052206109183
2022-01-07 04:00:00,0.31934784938911237,4,4,1,low_demand,0.31429093452345874,0.3491207034320212,0.4971421294455742,0.11676766988809287
2022-01-07 05:00:00,0.3760526156280303,5,4,1,low_demand,0.31934784938911237,0.302095101424373,0.5002236925373932,0.11228636978061549
2022-01-07 06:00:00,0.444141781196472,6,4,1,normal,0.3760526156280303,0.4278249870142734,0.5009035589616515,0.11187760747768678
