date,temperature,precipitation,wind_speed,regime,month,day_of_year,temp_lag1,temp_lag7,temp_ma7,temp_std7,temp_trend7
2020-01-08,-9.772551728823794,0.0,19.970880397376327,stable_cold,1,8,0.221623171408583,-0.9694240538778052,-1.494607834931923,4.1479898693218225,-1.257589667849427
2020-01-09,3.1735277883227067,0.0,19.568590124879538,stable_cold,1,9,-9.772551728823794,-0.4517950363799976,-0.9767045742601079,4.5103840355405165,0.5179032606718149
2020-01-10,2.0485439333692277,0.0,16.078575380838593,stable_cold,1,10,3.1735277883227067,-3.0568856781234404,-0.24735748690401266,4.530686662077325,0.7293470873560954
2020-01-11,-3.455327946375176,0.0,16.430853420461027,stable_cold,1,11,2.0485439333692277,2.3551073631133614,-1.0774196739738038,4.506623982391444,-0.8300621870697912
2020-01-12,12.603141151703117,12.373183143553426,38.56514408629787,volatile_storm,1,12,-3.455327946375176,2.1454088824725766,0.41654207877341626,6.8678675351486556,1.49396175274722
2020-01-13,2.4706552813528524,1.9441681920832559,12.969369380223196,stable_cold,1,13,12.603141151703117,-1.9031618181907493,1.0413730929939309,6.820448240245295,0.6248310142205146
2020-01-14,3.4444397897489316,0.0,17.1242137582513,stable_cold,1,14,2.4706552813528524,0.221623171408583,1.501775467042552,6.864522711984392,0.4604023740486212
2020-01-15,2.87634941604788,0.0,16.656182359998894,stable_cold,1,15,3.4444397897489316,-9.772551728823794,3.308761344881362,4.737310180242364,1.8069858778388106
2020-01-16,3.173326060564539,0.0,11.555615642210503,stable_cold,1,16,2.87634941604788,3.1735277883227067,3.308732526630196,4.737311140625602,-2.8818251166803526e-05
2020-01-17,2.5897947104714083,0.0,12.493198508389291,stable_cold,1,17,3.173326060564539,2.0485439333692277,3.3860540662162215,4.717690943108064,0.0773215395860258
2020-01-18,-1.558212919127559,3.146732265847118,13.604128975645654,stable_cold,1,18,2.5897947104714083,-3.455327946375176,3.6570704986801665,4.294701499941451,0.2710164324639453
2020-01-19,0.6741043598202823,1.3107559112637874,9.844821275624296,stable_cold,1,19,-1.558212919127559,12.603141151703117,1.9529223855540478,1.7890326603131583,-1.7041481131261194
2020-01-20,1.5494807946182751,19.906533359385058,13.201258205132907,stable_cold,1,20,0.6741043598202823,2.4706552813528524,1.821326030306251,1.778450717099301,-0.13159635524779675
2020-01-21,1.9013271084817842,0.0,10.667833772805354,stable_cold,1,21,1.5494807946182751,3.4444397897489316,1.6008813615538016,1.6334550627148965,-0.22044466875244964
2020-01-22,1.878250323805492,0.0,17.873853876940576,stable_cold,1,22,1.9013271084817842,2.87634941604788,1.4582957769477463,1.5447142611756752,-0.14258558460605544
